Chromosome	Start	End	Closest Gene	Locaiton	Distance To Gene's TSS
Chr5	4779363	4779943	AT5G14780	Gene_Downstream	159
Chr5	23278887	23279176	AT5G57480	Gene_Downstream	375
Chr5	24540224	24540755	AT5G60980	Gene_Upstream	-2871
Chr5	26876940	26877818	AT5G67370	Gene_Downstream	174
Chr5	3526701	3527730	AT5G11090	Gene_Downstream	1369
Chr5	951217	951545	AT5G03670	Gene_Downstream	1210
Chr5	3522309	3522558	AT5G11090	Gene_Upstream	-2247
Chr5	21135891	21136159	AT5G52050	Gene_Upstream	-2837
Chr5	26668341	26668927	AT5G66800	Gene_Upstream	-2789
Chr5	5914807	5915301	AT5G17890	Gene_Upstream	-1916
Chr5	16858848	16859082	AT5G42200	Gene_Upstream	-1502
Chr5	18701830	18702224	AT5G46115	Gene_Downstream	287
Chr5	22774619	22775155	AT5G56250	Gene_Upstream	-1991
Chr5	5695911	5696720	AT5G17300	Gene_Upstream	-3413
Chr5	19327408	19327803	AT5G47700	Gene_Downstream	198
Chr5	18439739	18439996	AT5G45500	Gene_Upstream	-4398
Chr5	6315692	6315798	AT5G18930	Gene_Upstream	-2422
Chr5	21442685	21442806	AT5G52882	Gene_Upstream	-4086
Chr5	21671760	21671948	AT5G53420	Gene_Upstream	-1671
Chr5	4589966	4590183	AT5G14230	Gene_Upstream	-1667
Chr5	16055655	16055980	AT5G40140	Gene_Upstream	-1530
Chr5	9296516	9296684	AT5G26731	Gene_Downstream	220
Chr5	8994543	8994912	AT5G25820	Gene_Downstream	2456
Chr5	22644181	22644432	AT5G55910	Gene_Upstream	-1952
Chr5	8554688	8555036	AT5G24880	Gene_Downstream	788
Chr5	19896663	19897263	AT5G49100	Gene_Downstream	407
Chr5	5415081	5415461	AT5G16567	Gene_Upstream	-3620
Chr5	6593941	6593993	AT5G19540	Gene_Upstream	-1735
Chr5	25307575	25307769	AT5G63087	Gene_Downstream	2474
Chr5	15163478	15163623	AT5G38020	Gene_Downstream	2102
Chr5	26462277	26462603	AT5G66220	Gene_Downstream	266
Chr5	10659610	10660133	AT5G28642	Gene_Upstream	-5130
Chr5	784281	784507	AT5G03270	Gene_Downstream	397
Chr5	14710935	14711252	AT5G37170	Gene_Upstream	-1718
Chr5	461021	461249	AT5G02260	Gene_Upstream	-2023
Chr5	26903659	26904082	AT5G67420	Gene_Downstream	419
Chr5	17790399	17790918	AT5G44180	Gene_Downstream	647
Chr5	22792714	22793071	AT5G56290	Gene_Downstream	731
Chr5	17498690	17498966	AT5G43550	Gene_Downstream	565
Chr5	21577804	21578075	AT5G53190	Gene_Upstream	-3610
Chr5	23338872	23339227	AT5G57625	Gene_Downstream	242
Chr5	3692562	3692926	AT5G11530	Gene_Upstream	-3118
Chr5	20121582	20122018	AT5G49580	Gene_Downstream	2023
Chr5	5713507	5714311	AT5G17340	Gene_Downstream	1715
Chr5	1749765	1749973	AT5G05810	Gene_Downstream	1614
Chr5	7833209	7833575	AT5G23260	Gene_Upstream	-2704
Chr5	17071481	17072452	AT5G42630	Gene_Downstream	1813
Chr5	21614312	21614458	AT5G53290	Gene_Downstream	3428
Chr5	19895487	19896081	AT5G49100	Gene_Downstream	1586
Chr5	25035549	25036172	AT5G62350	Gene_Upstream	-1566
Chr5	21041794	21042428	AT5G51795	Gene_Downstream	972
Chr5	12680573	12680892	AT5G33406	Gene_Upstream	-2329
Chr5	17115872	17116096	AT5G42680	Gene_Downstream	567
Chr5	26667462	26668057	AT5G66790	Gene_Downstream	228
Chr5	24188078	24188812	AT5G60060	Gene_Downstream	155
Chr5	21456691	21456811	AT5G52901	Gene_Downstream	2098
Chr5	21303237	21303349	AT5G52500	Gene_Downstream	464
Chr5	22803947	22804906	AT5G56310	Gene_Downstream	49
Chr5	19991346	19991759	AT5G49310	Gene_Downstream	464
Chr5	21731278	21731436	AT5G53500	Gene_Upstream	-2057
Chr5	8389647	8390125	AT5G24540	Gene_Upstream	-1859
Chr5	6658084	6658928	AT5G19700	Gene_Downstream	2315
Chr5	21769117	21769478	AT5G53580	Gene_Upstream	-2297
Chr5	10703937	10704482	AT5G28680	Gene_Downstream	15228
Chr5	7248541	7248659	AT5G21940	Gene_Downstream	668
Chr5	15763306	15763405	AT5G39390	Gene_Downstream	360
Chr5	766230	767247	AT5G03220	Gene_Downstream	751
Chr5	5799147	5800172	AT5G17600	Gene_Downstream	246
Chr5	22173111	22173512	AT5G54580	Gene_Downstream	334
Chr5	18220384	18220644	AT5G45100	Gene_Downstream	554
Chr5	357049	357589	AT5G01910	Gene_Downstream	476
Chr5	7826479	7826860	AT5G23230	Gene_Upstream	-58
Chr5	23293563	23294036	AT5G57520	Gene_Upstream	-2165
Chr5	6727820	6728180	AT5G19900	Gene_Downstream	160
Chr5	26250780	26251146	AT5G65670	Gene_Upstream	-2695
Chr5	7707269	7707500	AT5G23010	Gene_Downstream	488
Chr5	4918890	4919128	AT5G15150	Gene_Upstream	-3117
Chr5	7381920	7382276	AT5G22300	Gene_Downstream	163
Chr5	9176668	9176994	AT5G26230	Gene_Upstream	-2289
Chr5	22113488	22114268	AT5G54470	Gene_Downstream	426
Chr5	19236285	19237047	AT5G47420	Gene_Downstream	1607
Chr5	19142626	19142881	AT5G47130	Gene_Downstream	742
Chr5	21734893	21735160	AT5G53510	Gene_Upstream	-3823
Chr5	3785140	3786110	AT5G11740	Gene_Downstream	833
Chr5	6169398	6169608	AT5G18560	Gene_Upstream	-3512
Chr5	6119298	6119580	AT5G18450	Gene_Upstream	-2419
Chr5	25035279	25035473	AT5G62340	Gene_Downstream	972
Chr5	25810708	25810917	AT5G64560	Gene_Upstream	-1171
Chr5	26900770	26902070	AT5G67411	Gene_Upstream	-2323
Chr5	4153149	4153444	AT5G13090	Gene_Downstream	289
Chr5	16058885	16059799	AT5G40150	Gene_Downstream	167
Chr5	21032977	21033095	AT5G51780	Gene_Upstream	-1787
Chr5	25657418	25657746	AT5G64110	Gene_Upstream	-1552
Chr5	10287684	10288029	AT5G28295	Gene_Upstream	-4079
Chr5	6156967	6157267	AT5G18550	Gene_Upstream	-3061
Chr5	16665072	16665341	AT5G41670	Gene_Downstream	77
Chr5	10299025	10299316	AT5G28310	Gene_Downstream	947
Chr5	22322956	22324027	AT5G55010	Gene_Downstream	1262
Chr5	19118069	19118366	AT5G47060	Gene_Downstream	171
Chr5	26682501	26682952	AT5G66816	Gene_Downstream	926
Chr5	6157410	6157682	AT5G18550	Gene_Upstream	-2632
Chr5	20227518	20227660	AT5G49780	Gene_Upstream	-1667
Chr5	9009761	9010128	AT5G25840	Gene_Downstream	780
Chr5	25792438	25792871	AT5G64530	Gene_Upstream	-2579
Chr5	7466515	7466854	AT5G22500	Gene_Upstream	-3759
Chr5	25815415	25815971	AT5G64570	Gene_Upstream	-2358
Chr5	6169932	6170962	AT5G18570	Gene_Downstream	1214
Chr5	26493872	26494004	AT5G66310	Gene_Upstream	-2556
Chr5	23415357	23415682	AT5G57790	Gene_Upstream	-1892
Chr5	2179043	2179693	AT5G07020	Gene_Downstream	1134
Chr5	1901674	1902099	AT5G06260	Gene_Downstream	713
Chr5	1892424	1892542	AT5G06250	Gene_Downstream	231
Chr5	23261498	23261627	AT5G57400	Gene_Downstream	423
Chr5	10356112	10357073	AT5G28410	Gene_Upstream	-1781
Chr5	24203492	24203856	AT5G60110	Gene_Downstream	737
Chr5	5287762	5288297	AT5G16190	Gene_Upstream	-1736
Chr5	18213397	18214290	AT5G45100	Gene_Upstream	-4743
Chr5	3991468	3991883	AT5G12330	Gene_Upstream	-1842
Chr5	25792925	25793206	AT5G64530	Gene_Upstream	-2168
Chr5	16725397	16725991	AT5G41790	Gene_Upstream	-1836
Chr5	9043983	9044312	AT5G25920	Gene_Downstream	59
Chr5	24410245	24410422	AT5G60710	Gene_Downstream	385
Chr5	24068815	24068967	AT5G59730	Gene_Upstream	-2721
Chr5	20088627	20088806	AT5G49520	Gene_Upstream	-2060
Chr5	25086752	25087286	AT5G62480	Gene_Downstream	1675
Chr5	26140820	26141403	AT5G65420	Gene_Downstream	359
Chr5	8579094	8579788	AT5G24920	Gene_Upstream	-5224
Chr5	24379408	24379502	AT5G60670	Gene_Downstream	1455
Chr5	9919026	9919248	AT5G27890	Gene_Downstream	13223
Chr5	2290194	2290579	AT5G07290	Gene_Upstream	-2967
Chr5	16577054	16577415	AT5G41410	Gene_Upstream	-2810
Chr5	22699611	22700061	AT5G56050	Gene_Downstream	1126
Chr5	16203704	16204006	AT5G40460	Gene_Downstream	923
Chr5	23165967	23166281	AT5G57180	Gene_Upstream	-1718
Chr5	6391345	6391626	AT5G19090	Gene_Downstream	1461
Chr5	5517234	5517494	AT5G16770	Gene_Downstream	428
Chr5	9645972	9646214	AT5G27350	Gene_Upstream	-2574
Chr5	4641869	4642160	AT5G14400	Gene_Upstream	-1507
Chr5	25279334	25279599	AT5G62998	Gene_Downstream	416
Chr5	741792	742087	AT5G03140	Gene_Upstream	-1923
Chr5	7371864	7372278	AT5G22270	Gene_Downstream	162
Chr5	22129363	22129753	AT5G54510	Gene_Downstream	1535
Chr5	6479152	6479395	AT5G19260	Gene_Downstream	127
Chr5	23359328	23360221	AT5G57670	Gene_Downstream	626
Chr5	22093323	22093920	AT5G54410	Gene_Downstream	626
Chr5	9550738	9550977	AT5G27140	Gene_Downstream	260
Chr5	78078	79284	AT5G01200	Gene_Downstream	138
Chr5	622306	622532	AT5G02750	Gene_Downstream	1240
Chr5	15012534	15012839	AT5G37790	Gene_Upstream	-1534
Chr5	7979231	7979666	AT5G23670	Gene_Upstream	-2193
Chr5	2565375	2565755	AT5G08000	Gene_Downstream	74
Chr5	18029100	18029325	AT5G44690	Gene_Downstream	126
Chr5	25266878	25267039	AT5G62960	Gene_Upstream	-2324
Chr5	26335623	26336061	AT5G65800	Gene_Upstream	-3030
Chr5	18556525	18556872	AT5G45740	Gene_Downstream	277
Chr5	7891545	7891860	AT5G23420	Gene_Upstream	-1522
Chr5	8726492	8727159	AT5G25210	Gene_Downstream	1054
Chr5	18062972	18063207	AT5G44770	Gene_Upstream	-1966
Chr5	4874390	4874801	AT5G15050	Gene_Upstream	-997
Chr5	14914915	14915279	AT5G37540	Gene_Downstream	666
Chr5	26891463	26891588	AT5G67390	Gene_Upstream	-2287
Chr5	15216959	15217502	AT5G38130	Gene_Downstream	680
Chr5	21444158	21444788	AT5G52890	Gene_Downstream	362
Chr5	13473960	13474129	AT5G35200	Gene_Upstream	-7993
Chr5	16574404	16574654	AT5G41401	Gene_Upstream	-2340
Chr5	15603667	15604354	AT5G38980	Gene_Upstream	-2761
Chr5	24478653	24479083	AT5G60850	Gene_Upstream	-1581
Chr5	869067	869294	AT5G03480	Gene_Downstream	28
Chr5	19913608	19913995	AT5G49130	Gene_Upstream	-2071
Chr5	5674918	5675314	AT5G17250	Gene_Upstream	-1600
Chr5	19785011	19785445	AT5G48800	Gene_Upstream	-1536
Chr5	25814775	25815314	AT5G64570	Gene_Upstream	-1709
Chr5	14910159	14910406	AT5G37540	Gene_Upstream	-2553
Chr5	23404680	23405093	AT5G57780	Gene_Downstream	438
Chr5	21270380	21270641	AT5G52400	Gene_Upstream	-2439
Chr5	1950921	1951425	AT5G06390	Gene_Upstream	-1678
Chr5	20898780	20899267	AT5G51451	Gene_Downstream	260
Chr5	7751096	7751434	AT5G23100	Gene_Upstream	-2169
Chr5	3444247	3444936	AT5G10930	Gene_Downstream	775
Chr5	21024706	21024842	AT5G51760	Gene_Upstream	-2142
Chr5	26018160	26018625	AT5G65130	Gene_Downstream	156
Chr5	18982106	18982624	AT5G46790	Gene_Downstream	1505
Chr5	14602233	14602508	AT5G36970	Gene_Downstream	1997
Chr5	23221980	23222451	AT5G57340	Gene_Upstream	-3871
Chr5	18293415	18293700	AT5G45210	Gene_Upstream	-1964
Chr5	281739	282088	AT5G01740	Gene_Downstream	468
Chr5	14066499	14066862	AT5G35926	Gene_Downstream	974
Chr5	15089684	15089792	AT5G37890	Gene_Downstream	548
Chr5	19907001	19907469	AT5G49120	Gene_Downstream	1391
Chr5	8003404	8003925	AT5G23730	Gene_Upstream	-1570
Chr5	3163010	3163352	AT5G10110	Gene_Downstream	3258
Chr5	21819030	21819757	AT5G53750	Gene_Downstream	550
Chr5	17495116	17495264	AT5G43540	Gene_Upstream	-1803
Chr5	26876285	26876763	AT5G67360	Gene_Upstream	-1945
Chr5	24905828	24905987	AT5G61997	Gene_Downstream	2358
Chr5	16568884	16569057	AT5G41400	Gene_Downstream	407
Chr5	21164973	21165343	AT5G52080	Gene_Upstream	-2085
Chr5	3279814	3280480	AT5G10430	Gene_Upstream	-1834
Chr5	24497219	24497385	AT5G60890	Gene_Downstream	951
Chr5	16131324	16131615	AT5G40340	Gene_Downstream	185
Chr5	18238726	18239047	AT5G45120	Gene_Upstream	-2117
Chr5	16412091	16412389	AT5G40960	Gene_Downstream	351
Chr5	24205345	24205796	AT5G60120	Gene_Upstream	-2119
Chr5	2290624	2291209	AT5G07290	Gene_Upstream	-2437
Chr5	1815877	1816787	AT5G06043	Gene_Downstream	805
Chr5	15918654	15918867	AT5G39760	Gene_Downstream	5930
Chr5	9534312	9534719	AT5G27090	Gene_Downstream	2107
Chr5	19103126	19103745	AT5G47050	Gene_Upstream	-2905
Chr5	18522025	18522305	AT5G45660	Gene_Upstream	-2906
Chr5	8655443	8655784	AT5G25102	Gene_Downstream	2567
Chr5	84296	84537	AT5G01210	Gene_Upstream	-58
Chr5	26631702	26631886	AT5G66700	Gene_Upstream	-2526
Chr5	7252896	7253154	AT5G21940	Gene_Upstream	-2486
Chr5	4038650	4039795	AT5G12450	Gene_Upstream	-1715
Chr5	26214643	26214853	AT5G65590	Gene_Upstream	-1612
Chr5	20084059	20084698	AT5G49510	Gene_Downstream	1457
Chr5	1712226	1712659	AT5G05700	Gene_Downstream	228
Chr5	3514102	3514304	AT5G11070	Gene_Downstream	2014
Chr5	21652911	21653280	AT5G53370	Gene_Upstream	-1502
Chr5	9496305	9496753	AT5G27000	Gene_Upstream	-1523
Chr5	26903082	26903382	AT5G67420	Gene_Downstream	1057
Chr5	8077127	8078368	AT5G23930	Gene_Upstream	-1749
Chr5	16207693	16207993	AT5G40470	Gene_Downstream	166
Chr5	17905416	17906040	AT5G44420	Gene_Downstream	1341
Chr5	10165738	10166059	AT5G28180	Gene_Downstream	1955
Chr5	25046288	25046837	AT5G62370	Gene_Upstream	-1713
Chr5	19219225	19219686	AT5G47370	Gene_Upstream	-1546
Chr5	8654881	8655182	AT5G25102	Gene_Downstream	1985
Chr5	21561992	21562723	AT5G53160	Gene_Downstream	97
Chr5	26729710	26731059	AT5G66940	Gene_Upstream	-1718
Chr5	20049444	20049932	AT5G49440	Gene_Downstream	91
Chr5	24724892	24725414	AT5G61470	Gene_Downstream	1170
Chr5	1579346	1579865	AT5G05330	Gene_Upstream	-851
Chr5	26918093	26918537	AT5G67450	Gene_Downstream	478
Chr5	3050051	3050608	AT5G09810	Gene_Upstream	-1768
Chr5	2936673	2936889	AT5G09440	Gene_Upstream	-1566
Chr5	25906738	25907086	AT5G64800	Gene_Downstream	509
Chr5	21441333	21441584	AT5G52882	Gene_Upstream	-2799
Chr5	17738365	17738482	AT5G44080	Gene_Downstream	229
Chr5	3856847	3857580	AT5G11950	Gene_Downstream	230
Chr5	1270585	1271300	AT5G04470	Gene_Upstream	-3526
Chr5	3383493	3383717	AT5G10720	Gene_Upstream	-2296
Chr5	6188606	6188831	AT5G18610	Gene_Upstream	-3725
Chr5	21304490	21305025	AT5G52510	Gene_Upstream	-2292
Chr5	26678323	26678588	AT5G66815	Gene_Downstream	590
Chr5	23898098	23898934	AT5G59220	Gene_Upstream	-1897
Chr5	9068860	9069093	AT5G25970	Gene_Downstream	1002
Chr5	18574849	18575472	AT5G45790	Gene_Downstream	1496
Chr5	25306862	25307167	AT5G63087	Gene_Downstream	1816
Chr5	7699500	7699914	AT5G23010	Gene_Upstream	-3385
Chr5	17639397	17639807	AT5G43870	Gene_Upstream	-3690
Chr5	24491896	24492556	AT5G60880	Gene_Upstream	-2448
Chr5	9172905	9173234	AT5G26230	Gene_Downstream	448
Chr5	17576813	17577059	AT5G43745	Gene_Upstream	-1965
Chr5	2400599	2400801	AT5G07580	Gene_Downstream	99
Chr5	25279713	25279945	AT5G62998	Gene_Downstream	53
Chr5	3527835	3528292	AT5G11090	Gene_Downstream	2217
Chr5	8091152	8091587	AT5G23960	Gene_Upstream	-1600
Chr5	26752572	26753463	AT5G67020	Gene_Downstream	1768
Chr5	2612754	2613109	AT5G08130	Gene_Upstream	-2681
Chr5	5420465	5420754	AT5G16567	Gene_Downstream	1524
Chr5	15126612	15126772	AT5G37970	Gene_Upstream	-2008
Chr5	9132541	9132758	AT5G26140	Gene_Downstream	1013
Chr5	24388519	24388832	AT5G60680	Gene_Downstream	1699
Chr5	16464736	16465165	AT5G41130	Gene_Upstream	-1678
Chr5	8706465	8706719	AT5G25190	Gene_Downstream	198
Chr5	8578857	8578941	AT5G24920	Gene_Upstream	-5766
Chr5	6040005	6040120	AT5G18260	Gene_Upstream	-1956
Chr5	18430754	18431053	AT5G45480	Gene_Upstream	-1813
Chr5	21576347	21576688	AT5G53190	Gene_Upstream	-2188
Chr5	16047961	16048211	AT5G40120	Gene_Upstream	-3793
Chr5	22360031	22360249	AT5G55090	Gene_Upstream	-1942
Chr5	21735386	21735690	AT5G53510	Gene_Upstream	-3311
Chr5	24709781	24710079	AT5G61440	Gene_Downstream	1037
Chr5	20438191	20438880	AT5G50200	Gene_Downstream	809
Chr5	7387794	7388000	AT5G22310	Gene_Upstream	-2163
Chr5	1998150	1998874	AT5G06540	Gene_Downstream	669
Chr5	6280758	6281012	AT5G18840	Gene_Upstream	-1996
Chr5	14005332	14005637	AT5G35840	Gene_Upstream	-2342
Chr5	16270477	16270653	AT5G40620	Gene_Downstream	910
Chr5	8205887	8206094	AT5G24200	Gene_Downstream	197
Chr5	16466406	16466631	AT5G41140	Gene_Upstream	-1916
Chr5	7060947	7061253	AT5G20830	Gene_Upstream	-5905
Chr5	22333343	22333585	AT5G55040	Gene_Upstream	-1651
Chr5	18082700	18083435	AT5G44790	Gene_Upstream	-3079
Chr5	24316798	24317289	AT5G60460	Gene_Downstream	394
Chr5	19078941	19080052	AT5G47020	Gene_Upstream	-1962
Chr5	10653629	10653967	AT5G28642	Gene_Downstream	794
Chr5	21532201	21532484	AT5G53120	Gene_Upstream	-2131
Chr5	10458903	10459323	AT5G28491	Gene_Upstream	-3306
Chr5	4179599	4180270	AT5G13160	Gene_Downstream	49
Chr5	7045873	7046230	AT5G20820	Gene_Downstream	700
Chr5	785056	785851	AT5G03280	Gene_Upstream	-1975
Chr5	19451521	19451700	AT5G48000	Gene_Upstream	-3760
Chr5	25240740	25240900	AT5G62890	Gene_Upstream	-2431
Chr5	14998278	14998854	AT5G37770	Gene_Downstream	288
Chr5	6664291	6664500	AT5G19710	Gene_Downstream	350
Chr5	25087348	25087547	AT5G62480	Gene_Downstream	1247
Chr5	34332	34713	AT5G01090	Gene_Downstream	196
Chr5	23483132	23483775	AT5G58005	Gene_Downstream	288
Chr5	8124496	8124996	AT5G24030	Gene_Upstream	-1962
Chr5	731491	732134	AT5G03110	Gene_Downstream	364
Chr5	20411499	20411932	AT5G50160	Gene_Upstream	-4056
Chr5	12619844	12620255	AT5G33370	Gene_Upstream	-15285
Chr5	23299226	23299363	AT5G57530	Gene_Downstream	1027
Chr5	3062512	3062946	AT5G09850	Gene_Downstream	522
Chr5	18538250	18538846	AT5G45700	Gene_Downstream	352
Chr5	17648644	17648971	AT5G43890	Gene_Downstream	50
Chr5	26658565	26658777	AT5G66770	Gene_Upstream	-1929
Chr5	16333256	16334067	AT5G40800	Gene_Downstream	1149
Chr5	18095091	18095342	AT5G44800	Gene_Upstream	-1764
Chr5	21074560	21074812	AT5G51845	Gene_Upstream	-2457
Chr5	8587199	8587557	AT5G24930	Gene_Upstream	-1856
Chr5	26288107	26289023	AT5G65710	Gene_Upstream	-3807
Chr5	17607984	17608428	AT5G43810	Gene_Upstream	-2766
Chr5	25535069	25535537	AT5G63810	Gene_Upstream	-1771
Chr5	8561230	8561430	AT5G24890	Gene_Upstream	-1924
Chr5	21998787	21999238	AT5G54200	Gene_Upstream	-1936
Chr5	19507306	19507814	AT5G48110	Gene_Upstream	-3203
Chr5	6390210	6390493	AT5G19090	Gene_Downstream	327
Chr5	8771891	8772344	AT5G25280	Gene_Upstream	-1672
Chr5	22462365	22462587	AT5G55410	Gene_Downstream	1167
Chr5	6401894	6402231	AT5G19100	Gene_Downstream	6180
Chr5	9818063	9818195	AT5G27730	Gene_Upstream	-2120
Chr5	23283137	23283716	AT5G57480	Gene_Upstream	-2458
Chr5	18583191	18583587	AT5G45810	Gene_Upstream	-1553
Chr5	7673053	7673403	AT5G22940	Gene_Upstream	-3710
Chr5	8408646	8408972	AT5G24570	Gene_Upstream	-2677
Chr5	24978336	24979292	AT5G62180	Gene_Downstream	30
Chr5	18689047	18689389	AT5G46080	Gene_Downstream	324
Chr5	25430463	25430901	AT5G63520	Gene_Upstream	-1570
Chr5	11310106	11310315	AT5G29807	Gene_Upstream	-3058
Chr5	26117809	26118086	AT5G65350	Gene_Downstream	1264
Chr5	24476610	24477452	AT5G60840	Gene_Upstream	-2540
Chr5	24458311	24458472	AT5G60790	Gene_Upstream	-2421
Chr5	20693144	20693542	AT5G50860	Gene_Downstream	120
Chr5	18062683	18062906	AT5G44760	Gene_Downstream	30
Chr5	26139460	26139658	AT5G65410	Gene_Downstream	2376
Chr5	24531490	24532010	AT5G60964	Gene_Downstream	826
Chr5	17791000	17791103	AT5G44190	Gene_Upstream	-7318
Chr5	23001954	23002417	AT5G56870	Gene_Upstream	-2011
Chr5	17436698	17437431	AT5G43410	Gene_Upstream	-1659
Chr5	26111954	26112382	AT5G65330	Gene_Downstream	817
Chr5	18982756	18983345	AT5G46790	Gene_Downstream	820
Chr5	25034426	25035043	AT5G62340	Gene_Downstream	330
Chr5	6719566	6719894	AT5G19875	Gene_Downstream	735
Chr5	4625034	4625507	AT5G14345	Gene_Downstream	905
Chr5	21717940	21718210	AT5G53486	Gene_Upstream	-3656
Chr5	21576778	21577019	AT5G53190	Gene_Upstream	-2569
Chr5	24237007	24237399	AT5G60190	Gene_Downstream	1040
Chr5	19537088	19537239	AT5G48175	Gene_Upstream	-1995
Chr5	3797351	3797602	AT5G11790	Gene_Upstream	-2074
Chr5	23938815	23939020	AT5G59350	Gene_Upstream	-1865
Chr5	23350356	23350766	AT5G57655	Gene_Downstream	522
Chr5	18752860	18753159	AT5G46250	Gene_Upstream	-2302
Chr5	14918533	14918786	AT5G37550	Gene_Downstream	242
Chr5	4277642	4277860	AT5G13340	Gene_Downstream	188
Chr5	13891706	13891921	AT5G35730	Gene_Upstream	-1894
Chr5	13580162	13580302	AT5G35360	Gene_Upstream	-3874
Chr5	7417017	7417289	AT5G22390	Gene_Downstream	963
Chr5	22665125	22666001	AT5G55970	Gene_Upstream	-1672
Chr5	3843158	3843389	AT5G11930	Gene_Downstream	1667
Chr5	21498184	21498471	AT5G53020	Gene_Upstream	-1572
Chr5	4240914	4241343	AT5G13260	Gene_Upstream	-1900
Chr5	15128931	15129269	AT5G37980	Gene_Upstream	-2260
Chr5	15252802	15253107	AT5G38197	Gene_Downstream	1640
Chr5	26336261	26336940	AT5G65810	Gene_Downstream	1065
Chr5	20715244	20715635	AT5G50915	Gene_Upstream	-3124
Chr5	20741331	20741820	AT5G51000	Gene_Downstream	958
Chr5	17789860	17790343	AT5G44180	Gene_Downstream	90
Chr5	22528129	22528488	AT5G55620	Gene_Upstream	-1894
Chr5	24781719	24781819	AT5G61670	Gene_Upstream	-1735
Chr5	5511592	5512171	AT5G16760	Gene_Downstream	649
Chr5	24350134	24350973	AT5G60570	Gene_Downstream	436
Chr5	17280325	17280516	AT5G43066	Gene_Upstream	-4163
Chr5	21885755	21886279	AT5G53900	Gene_Upstream	-2601
Chr5	2178055	2178454	AT5G07010	Gene_Upstream	-2148
Chr5	23376777	23377577	AT5G57700	Gene_Downstream	35
Chr5	8656570	8656836	AT5G25110	Gene_Downstream	923
Chr5	5419745	5420320	AT5G16567	Gene_Downstream	947
Chr5	8713961	8714384	AT5G25200	Gene_Downstream	2594
Chr5	1523714	1524190	AT5G05150	Gene_Downstream	889
Chr5	21053463	21053853	AT5G51810	Gene_Downstream	1530
Chr5	8919512	8919804	AT5G25610	Gene_Upstream	-2858
Chr5	8911912	8912317	AT5G25600	Gene_Downstream	845
Chr5	8775974	8776953	AT5G25290	Gene_Upstream	-2129
Chr5	21615397	21615605	AT5G53290	Gene_Downstream	2312
Chr5	14585935	14586292	AT5G36940	Gene_Upstream	-4053
Chr5	392864	393138	AT5G02030	Gene_Upstream	-2633
Chr5	21387802	21388289	AT5G52760	Gene_Downstream	342
Chr5	26631122	26631517	AT5G66700	Gene_Upstream	-3001
Chr5	154451	155229	AT5G01370	Gene_Downstream	373
Chr5	3313734	3314009	AT5G10510	Gene_Upstream	-1658
Chr5	1709591	1709717	AT5G05690	Gene_Upstream	-2867
Chr5	7499344	7499693	AT5G22570	Gene_Upstream	-2734
Chr5	3477386	3479011	AT5G10990	Gene_Downstream	494
Chr5	942167	942608	AT5G03660	Gene_Downstream	2329
Chr5	8390767	8391058	AT5G24540	Gene_Upstream	-2885
Chr5	4520585	4520695	AT5G14010	Gene_Upstream	-1509
Chr5	24496766	24497066	AT5G60890	Gene_Downstream	565
Chr5	15472677	15473022	AT5G38650	Gene_Upstream	-34
Chr5	1382476	1382933	AT5G04780	Gene_Upstream	-1836
Chr5	285309	285506	AT5G01750	Gene_Upstream	-4358
Chr5	7709051	7709378	AT5G23010	Gene_Downstream	2318
Chr5	25077953	25078471	AT5G62470	Gene_Downstream	779
Chr5	19220838	19221139	AT5G47370	Gene_Upstream	-3079
Chr5	4276349	4276606	AT5G13340	Gene_Downstream	1462
Chr5	14755362	14756060	AT5G37260	Gene_Upstream	-2623
Chr5	9171807	9172202	AT5G26230	Gene_Downstream	1513
Chr5	6232155	6232475	AT5G18680	Gene_Upstream	-1778
Chr5	2075549	2075847	AT5G06720	Gene_Downstream	1722
Chr5	21979622	21980088	AT5G54150	Gene_Upstream	-1618
Chr5	21442138	21442407	AT5G52882	Gene_Upstream	-3613
Chr5	26024650	26024749	AT5G65140	Gene_Upstream	-2477
Chr5	24383544	24384757	AT5G60680	Gene_Upstream	-1995
Chr5	24157802	24158101	AT5G60000	Gene_Downstream	1380
Chr5	23411113	23411757	AT5G57785	Gene_Upstream	-2013
Chr5	2247935	2248257	AT5G07200	Gene_Upstream	-2757
Chr5	21858205	21858636	AT5G53830	Gene_Downstream	436
Chr5	3610084	3610362	AT5G11320	Gene_Downstream	1024
Chr5	23165398	23165800	AT5G57180	Gene_Upstream	-2243
Chr5	23238318	23238622	AT5G57350	Gene_Upstream	-1898
Chr5	15534657	15534806	AT5G38790	Gene_Downstream	551
Chr5	23832807	23833252	AT5G59030	Gene_Downstream	699
Chr5	1895988	1896194	AT5G06250	Gene_Upstream	-1967
Chr5	24087343	24087910	AT5G59790	Gene_Upstream	-3089
Chr5	22126925	22127104	AT5G54500	Gene_Downstream	510
Chr5	7271164	7271560	AT5G21990	Gene_Upstream	-1807
Chr5	21733615	21734487	AT5G53500	Gene_Upstream	-4751
Chr5	15629851	15630260	AT5G39040	Gene_Downstream	253
Chr5	20727291	20727412	AT5G50950	Gene_Upstream	-2261
Chr5	4912241	4912623	AT5G15150	Gene_Downstream	1267
Chr5	21151658	21152261	AT5G52060	Gene_Downstream	255
Chr5	20779299	20779786	AT5G51110	Gene_Upstream	-78
Chr5	25438528	25438936	AT5G63530	Gene_Downstream	2898
